# Species	Genes	Alg.-Conn.	AnophelesalbimanusSTECLA.faa	AnophelesaquasalisidAnoAquaMGQ19.faa	AnophelesatroparvusEBRO.faa	AnophelescruziiidAnoCruzASRS3206.faa	AnophelesfunestusFUMOZ.faa	AnophelesgambiaePEST.faa	AnophelesmouchetiidAnoMoucSNF2007.faa
7	7	0.444	AnophelesalbimanusSTECLA|AALB000919	AnophelesaquasalisidAnoAquaMGQ19|AAQUA012900	AnophelesatroparvusEBRO|AATE015839	AnophelescruziiidAnoCruzASRS3206|AcruBR1000009519	AnophelesfunestusFUMOZ|AFUN006589	AnophelesgambiaePEST|AGAP008665	AnophelesmouchetiidAnoMoucSNF2007|AmouCM1008005
7	7	0.444	AnophelesalbimanusSTECLA|AALB000920	AnophelesaquasalisidAnoAquaMGQ19|AAQUA000539	AnophelesatroparvusEBRO|AATE019174	AnophelescruziiidAnoCruzASRS3206|AcruBR1000002716	AnophelesfunestusFUMOZ|AFUN006588	AnophelesgambiaePEST|AGAP008666	AnophelesmouchetiidAnoMoucSNF2007|AmouCM1006388
7	7	0.444	AnophelesalbimanusSTECLA|AALB000921	AnophelesaquasalisidAnoAquaMGQ19|AAQUA011879	AnophelesatroparvusEBRO|AATE020516	AnophelescruziiidAnoCruzASRS3206|AcruBR1000001573	AnophelesfunestusFUMOZ|AFUN006587	AnophelesgambiaePEST|AGAP008667	AnophelesmouchetiidAnoMoucSNF2007|AmouCM1002581
7	7	0.444	AnophelesalbimanusSTECLA|AALB000922	AnophelesaquasalisidAnoAquaMGQ19|AAQUA008187	AnophelesatroparvusEBRO|AATE021794	AnophelescruziiidAnoCruzASRS3206|AcruBR1000005461	AnophelesfunestusFUMOZ|AFUN016201	AnophelesgambiaePEST|AGAP008668	AnophelesmouchetiidAnoMoucSNF2007|AmouCM1004502
7	7	0.444	AnophelesalbimanusSTECLA|AALB000926	AnophelesaquasalisidAnoAquaMGQ19|AAQUA010260	AnophelesatroparvusEBRO|AATE013757	AnophelescruziiidAnoCruzASRS3206|AcruBR1000002655	AnophelesfunestusFUMOZ|AFUN006580	AnophelesgambiaePEST|AGAP008678	AnophelesmouchetiidAnoMoucSNF2007|AmouCM1007305
7	7	0.444	AnophelesalbimanusSTECLA|AALB000927	AnophelesaquasalisidAnoAquaMGQ19|AAQUA011034	AnophelesatroparvusEBRO|AATE012444	AnophelescruziiidAnoCruzASRS3206|AcruBR1000000071	AnophelesfunestusFUMOZ|AFUN006579	AnophelesgambiaePEST|AGAP008680	AnophelesmouchetiidAnoMoucSNF2007|AmouCM1001831
7	7	0.444	AnophelesalbimanusSTECLA|AALB000928	AnophelesaquasalisidAnoAquaMGQ19|AAQUA000843	AnophelesatroparvusEBRO|AATE021211	AnophelescruziiidAnoCruzASRS3206|AcruBR1000004323	AnophelesfunestusFUMOZ|AFUN006578	AnophelesgambiaePEST|AGAP008682	AnophelesmouchetiidAnoMoucSNF2007|AmouCM1008777
7	7	0.444	AnophelesalbimanusSTECLA|AALB000931	AnophelesaquasalisidAnoAquaMGQ19|AAQUA001647	AnophelesatroparvusEBRO|AATE012127	AnophelescruziiidAnoCruzASRS3206|AcruBR1000003364	AnophelesfunestusFUMOZ|AFUN006575	AnophelesgambiaePEST|AGAP008687	AnophelesmouchetiidAnoMoucSNF2007|AmouCM1003961
7	7	0.444	AnophelesalbimanusSTECLA|AALB000933	AnophelesaquasalisidAnoAquaMGQ19|AAQUA009380	AnophelesatroparvusEBRO|AATE004729	AnophelescruziiidAnoCruzASRS3206|AcruBR1000005949	AnophelesfunestusFUMOZ|AFUN006572	AnophelesgambiaePEST|AGAP008689	AnophelesmouchetiidAnoMoucSNF2007|AmouCM1011768
7	7	0.444	AnophelesalbimanusSTECLA|AALB000935	AnophelesaquasalisidAnoAquaMGQ19|AAQUA006876	AnophelesatroparvusEBRO|AATE012804	AnophelescruziiidAnoCruzASRS3206|AcruBR1000000469	AnophelesfunestusFUMOZ|AFUN006571	AnophelesgambiaePEST|AGAP008691	AnophelesmouchetiidAnoMoucSNF2007|AmouCM1010929
7	7	0.444	AnophelesalbimanusSTECLA|AALB000938	AnophelesaquasalisidAnoAquaMGQ19|AAQUA009754	AnophelesatroparvusEBRO|AATE007775	AnophelescruziiidAnoCruzASRS3206|AcruBR1000005816	AnophelesfunestusFUMOZ|AFUN002285	AnophelesgambiaePEST|AGAP008694	AnophelesmouchetiidAnoMoucSNF2007|AmouCM1009383
7	7	0.444	AnophelesalbimanusSTECLA|AALB000942	AnophelesaquasalisidAnoAquaMGQ19|AAQUA011736	AnophelesatroparvusEBRO|AATE009842	AnophelescruziiidAnoCruzASRS3206|AcruBR1000004308	AnophelesfunestusFUMOZ|AFUN000870	AnophelesgambiaePEST|AGAP028131	AnophelesmouchetiidAnoMoucSNF2007|AmouCM1003004
7	7	0.444	AnophelesalbimanusSTECLA|AALB000944	AnophelesaquasalisidAnoAquaMGQ19|AAQUA008966	AnophelesatroparvusEBRO|AATE017365	AnophelescruziiidAnoCruzASRS3206|AcruBR1000001345	AnophelesfunestusFUMOZ|AFUN000872	AnophelesgambiaePEST|AGAP008697	AnophelesmouchetiidAnoMoucSNF2007|AmouCM1007320
7	7	0.444	AnophelesalbimanusSTECLA|AALB000945	AnophelesaquasalisidAnoAquaMGQ19|AAQUA004747	AnophelesatroparvusEBRO|AATE011816	AnophelescruziiidAnoCruzASRS3206|AcruBR1000006249	AnophelesfunestusFUMOZ|AFUN000873	AnophelesgambiaePEST|AGAP028421	AnophelesmouchetiidAnoMoucSNF2007|AmouCM1002109
7	7	0.444	AnophelesalbimanusSTECLA|AALB000946	AnophelesaquasalisidAnoAquaMGQ19|AAQUA007871	AnophelesatroparvusEBRO|AATE011753	AnophelescruziiidAnoCruzASRS3206|AcruBR1000011020	AnophelesfunestusFUMOZ|AFUN000874	AnophelesgambiaePEST|AGAP028145	AnophelesmouchetiidAnoMoucSNF2007|AmouCM1013943
7	7	0.444	AnophelesalbimanusSTECLA|AALB000950	AnophelesaquasalisidAnoAquaMGQ19|AAQUA008674	AnophelesatroparvusEBRO|AATE005432	AnophelescruziiidAnoCruzASRS3206|AcruBR1000000080	AnophelesfunestusFUMOZ|AFUN000879	AnophelesgambiaePEST|AGAP008700	AnophelesmouchetiidAnoMoucSNF2007|AmouCM1000229
7	7	0.444	AnophelesalbimanusSTECLA|AALB000954	AnophelesaquasalisidAnoAquaMGQ19|AAQUA011571	AnophelesatroparvusEBRO|AATE018856	AnophelescruziiidAnoCruzASRS3206|AcruBR1000002742	AnophelesfunestusFUMOZ|AFUN020065	AnophelesgambiaePEST|AGAP008702	AnophelesmouchetiidAnoMoucSNF2007|AmouCM1009878
7	7	0.444	AnophelesalbimanusSTECLA|AALB000955	AnophelesaquasalisidAnoAquaMGQ19|AAQUA009310	AnophelesatroparvusEBRO|AATE020090	AnophelescruziiidAnoCruzASRS3206|AcruBR1000012175	AnophelesfunestusFUMOZ|AFUN000884	AnophelesgambiaePEST|AGAP008704	AnophelesmouchetiidAnoMoucSNF2007|AmouCM1001859
7	7	0.444	AnophelesalbimanusSTECLA|AALB000958	AnophelesaquasalisidAnoAquaMGQ19|AAQUA012257	AnophelesatroparvusEBRO|AATE003411	AnophelescruziiidAnoCruzASRS3206|AcruBR1000002770	AnophelesfunestusFUMOZ|AFUN000887	AnophelesgambiaePEST|AGAP008707	AnophelesmouchetiidAnoMoucSNF2007|AmouCM1002391
7	7	0.444	AnophelesalbimanusSTECLA|AALB000961	AnophelesaquasalisidAnoAquaMGQ19|AAQUA006730	AnophelesatroparvusEBRO|AATE010528	AnophelescruziiidAnoCruzASRS3206|AcruBR1000002309	AnophelesfunestusFUMOZ|AFUN020021	AnophelesgambiaePEST|AGAP008711	AnophelesmouchetiidAnoMoucSNF2007|AmouCM1013960
7	7	0.444	AnophelesalbimanusSTECLA|AALB000962	AnophelesaquasalisidAnoAquaMGQ19|AAQUA006286	AnophelesatroparvusEBRO|AATE003918	AnophelescruziiidAnoCruzASRS3206|AcruBR1000005574	AnophelesfunestusFUMOZ|AFUN006625	AnophelesgambiaePEST|AGAP008634	AnophelesmouchetiidAnoMoucSNF2007|AmouCM1010330
7	7	0.444	AnophelesalbimanusSTECLA|AALB000964	AnophelesaquasalisidAnoAquaMGQ19|AAQUA005968	AnophelesatroparvusEBRO|AATE013426	AnophelescruziiidAnoCruzASRS3206|AcruBR1000008231	AnophelesfunestusFUMOZ|AFUN006627	AnophelesgambiaePEST|AGAP008632	AnophelesmouchetiidAnoMoucSNF2007|AmouCM1001960
7	7	0.444	AnophelesalbimanusSTECLA|AALB000973	AnophelesaquasalisidAnoAquaMGQ19|AAQUA011967	AnophelesatroparvusEBRO|AATE015283	AnophelescruziiidAnoCruzASRS3206|AcruBR1000004180	AnophelesfunestusFUMOZ|AFUN009525	AnophelesgambiaePEST|AGAP008089	AnophelesmouchetiidAnoMoucSNF2007|AmouCM1013003
7	7	0.444	AnophelesalbimanusSTECLA|AALB000977	AnophelesaquasalisidAnoAquaMGQ19|AAQUA009558	AnophelesatroparvusEBRO|AATE014071	AnophelescruziiidAnoCruzASRS3206|AcruBR1000005998	AnophelesfunestusFUMOZ|AFUN009529	AnophelesgambiaePEST|AGAP008092	AnophelesmouchetiidAnoMoucSNF2007|AmouCM1001852
7	7	0.444	AnophelesalbimanusSTECLA|AALB000979	AnophelesaquasalisidAnoAquaMGQ19|AAQUA006540	AnophelesatroparvusEBRO|AATE013471	AnophelescruziiidAnoCruzASRS3206|AcruBR1000003718	AnophelesfunestusFUMOZ|AFUN020673	AnophelesgambiaePEST|AGAP008093	AnophelesmouchetiidAnoMoucSNF2007|AmouCM1008729
7	7	0.444	AnophelesalbimanusSTECLA|AALB000982	AnophelesaquasalisidAnoAquaMGQ19|AAQUA000653	AnophelesatroparvusEBRO|AATE018998	AnophelescruziiidAnoCruzASRS3206|AcruBR1000001123	AnophelesfunestusFUMOZ|AFUN022349	AnophelesgambiaePEST|AGAP008095	AnophelesmouchetiidAnoMoucSNF2007|AmouCM1011857
7	7	0.444	AnophelesalbimanusSTECLA|AALB000992	AnophelesaquasalisidAnoAquaMGQ19|AAQUA001008	AnophelesatroparvusEBRO|AATE003947	AnophelescruziiidAnoCruzASRS3206|AcruBR1000010388	AnophelesfunestusFUMOZ|AFUN011823	AnophelesgambiaePEST|AGAP008107	AnophelesmouchetiidAnoMoucSNF2007|AmouCM1010639
7	7	0.444	AnophelesalbimanusSTECLA|AALB000993	AnophelesaquasalisidAnoAquaMGQ19|AAQUA000200	AnophelesatroparvusEBRO|AATE005377	AnophelescruziiidAnoCruzASRS3206|AcruBR1000005364	AnophelesfunestusFUMOZ|AFUN011824	AnophelesgambiaePEST|AGAP008108	AnophelesmouchetiidAnoMoucSNF2007|AmouCM1010150
7	7	0.444	AnophelesalbimanusSTECLA|AALB000994	AnophelesaquasalisidAnoAquaMGQ19|AAQUA008038	AnophelesatroparvusEBRO|AATE002312	AnophelescruziiidAnoCruzASRS3206|AcruBR1000010556	AnophelesfunestusFUMOZ|AFUN004330	AnophelesgambiaePEST|AGAP008376	AnophelesmouchetiidAnoMoucSNF2007|AmouCM1011442
7	7	0.444	AnophelesalbimanusSTECLA|AALB000995	AnophelesaquasalisidAnoAquaMGQ19|AAQUA007907	AnophelesatroparvusEBRO|AATE016973	AnophelescruziiidAnoCruzASRS3206|AcruBR1000007505	AnophelesfunestusFUMOZ|AFUN004331	AnophelesgambiaePEST|AGAP008377	AnophelesmouchetiidAnoMoucSNF2007|AmouCM1005007
7	7	0.444	AnophelesalbimanusSTECLA|AALB000998	AnophelesaquasalisidAnoAquaMGQ19|AAQUA007246	AnophelesatroparvusEBRO|AATE003215	AnophelescruziiidAnoCruzASRS3206|AcruBR1000002645	AnophelesfunestusFUMOZ|AFUN004335	AnophelesgambiaePEST|AGAP008381	AnophelesmouchetiidAnoMoucSNF2007|AmouCM1005624
7	7	0.444	AnophelesalbimanusSTECLA|AALB000999	AnophelesaquasalisidAnoAquaMGQ19|AAQUA000064	AnophelesatroparvusEBRO|AATE012245	AnophelescruziiidAnoCruzASRS3206|AcruBR1000001624	AnophelesfunestusFUMOZ|AFUN004336	AnophelesgambiaePEST|AGAP008382	AnophelesmouchetiidAnoMoucSNF2007|AmouCM1010633
7	7	0.444	AnophelesalbimanusSTECLA|AALB001002	AnophelesaquasalisidAnoAquaMGQ19|AAQUA012862	AnophelesatroparvusEBRO|AATE009291	AnophelescruziiidAnoCruzASRS3206|AcruBR1000007337	AnophelesfunestusFUMOZ|AFUN004339	AnophelesgambiaePEST|AGAP008385	AnophelesmouchetiidAnoMoucSNF2007|AmouCM1012918
7	7	0.444	AnophelesalbimanusSTECLA|AALB001004	AnophelesaquasalisidAnoAquaMGQ19|AAQUA009244	AnophelesatroparvusEBRO|AATE016308	AnophelescruziiidAnoCruzASRS3206|AcruBR1000011550	AnophelesfunestusFUMOZ|AFUN004342	AnophelesgambiaePEST|AGAP008389	AnophelesmouchetiidAnoMoucSNF2007|AmouCM1000393
7	7	0.444	AnophelesalbimanusSTECLA|AALB001006	AnophelesaquasalisidAnoAquaMGQ19|AAQUA004487	AnophelesatroparvusEBRO|AATE016694	AnophelescruziiidAnoCruzASRS3206|AcruBR1000002214	AnophelesfunestusFUMOZ|AFUN004345	AnophelesgambiaePEST|AGAP008392	AnophelesmouchetiidAnoMoucSNF2007|AmouCM1011269
7	7	0.444	AnophelesalbimanusSTECLA|AALB001007	AnophelesaquasalisidAnoAquaMGQ19|AAQUA008107	AnophelesatroparvusEBRO|AATE005518	AnophelescruziiidAnoCruzASRS3206|AcruBR1000009582	AnophelesfunestusFUMOZ|AFUN004346	AnophelesgambiaePEST|AGAP008393	AnophelesmouchetiidAnoMoucSNF2007|AmouCM1004403
7	7	0.444	AnophelesalbimanusSTECLA|AALB001010	AnophelesaquasalisidAnoAquaMGQ19|AAQUA006162	AnophelesatroparvusEBRO|AATE011218	AnophelescruziiidAnoCruzASRS3206|AcruBR1000004810	AnophelesfunestusFUMOZ|AFUN004350	AnophelesgambiaePEST|AGAP008399	AnophelesmouchetiidAnoMoucSNF2007|AmouCM1011809
7	7	0.444	AnophelesalbimanusSTECLA|AALB001011	AnophelesaquasalisidAnoAquaMGQ19|AAQUA000874	AnophelesatroparvusEBRO|AATE014714	AnophelescruziiidAnoCruzASRS3206|AcruBR1000001097	AnophelesfunestusFUMOZ|AFUN004351	AnophelesgambiaePEST|AGAP008400	AnophelesmouchetiidAnoMoucSNF2007|AmouCM1005405
7	7	0.444	AnophelesalbimanusSTECLA|AALB001016	AnophelesaquasalisidAnoAquaMGQ19|AAQUA011903	AnophelesatroparvusEBRO|AATE019304	AnophelescruziiidAnoCruzASRS3206|AcruBR1000002178	AnophelesfunestusFUMOZ|AFUN004355	AnophelesgambiaePEST|AGAP008405	AnophelesmouchetiidAnoMoucSNF2007|AmouCM1013717
7	7	0.444	AnophelesalbimanusSTECLA|AALB001017	AnophelesaquasalisidAnoAquaMGQ19|AAQUA004196	AnophelesatroparvusEBRO|AATE005795	AnophelescruziiidAnoCruzASRS3206|AcruBR1000001832	AnophelesfunestusFUMOZ|AFUN006129	AnophelesgambiaePEST|AGAP008406	AnophelesmouchetiidAnoMoucSNF2007|AmouCM1000182
7	7	0.444	AnophelesalbimanusSTECLA|AALB001018	AnophelesaquasalisidAnoAquaMGQ19|AAQUA011311	AnophelesatroparvusEBRO|AATE004296	AnophelescruziiidAnoCruzASRS3206|AcruBR1000001163	AnophelesfunestusFUMOZ|AFUN006130	AnophelesgambiaePEST|AGAP008407	AnophelesmouchetiidAnoMoucSNF2007|AmouCM1006153
7	7	0.444	AnophelesalbimanusSTECLA|AALB001020	AnophelesaquasalisidAnoAquaMGQ19|AAQUA002946	AnophelesatroparvusEBRO|AATE018000	AnophelescruziiidAnoCruzASRS3206|AcruBR1000004302	AnophelesfunestusFUMOZ|AFUN020179	AnophelesgambiaePEST|AGAP009240	AnophelesmouchetiidAnoMoucSNF2007|AmouCM1012854
7	7	0.444	AnophelesalbimanusSTECLA|AALB001023	AnophelesaquasalisidAnoAquaMGQ19|AAQUA006303	AnophelesatroparvusEBRO|AATE016794	AnophelescruziiidAnoCruzASRS3206|AcruBR1000003608	AnophelesfunestusFUMOZ|AFUN006122	AnophelesgambiaePEST|AGAP009246	AnophelesmouchetiidAnoMoucSNF2007|AmouCM1000926
7	7	0.444	AnophelesalbimanusSTECLA|AALB001032	AnophelesaquasalisidAnoAquaMGQ19|AAQUA002903	AnophelesatroparvusEBRO|AATE006623	AnophelescruziiidAnoCruzASRS3206|AcruBR1000001308	AnophelesfunestusFUMOZ|AFUN006119	AnophelesgambiaePEST|AGAP009254	AnophelesmouchetiidAnoMoucSNF2007|AmouCM1010373
7	7	0.444	AnophelesalbimanusSTECLA|AALB001033	AnophelesaquasalisidAnoAquaMGQ19|AAQUA001873	AnophelesatroparvusEBRO|AATE019668	AnophelescruziiidAnoCruzASRS3206|AcruBR1000009297	AnophelesfunestusFUMOZ|AFUN006118	AnophelesgambiaePEST|AGAP009255	AnophelesmouchetiidAnoMoucSNF2007|AmouCM1005152
7	7	0.444	AnophelesalbimanusSTECLA|AALB001035	AnophelesaquasalisidAnoAquaMGQ19|AAQUA000972	AnophelesatroparvusEBRO|AATE004591	AnophelescruziiidAnoCruzASRS3206|AcruBR1000000317	AnophelesfunestusFUMOZ|AFUN006116	AnophelesgambiaePEST|AGAP009257	AnophelesmouchetiidAnoMoucSNF2007|AmouCM1012712
7	7	0.444	AnophelesalbimanusSTECLA|AALB001036	AnophelesaquasalisidAnoAquaMGQ19|AAQUA004151	AnophelesatroparvusEBRO|AATE000814	AnophelescruziiidAnoCruzASRS3206|AcruBR1000006900	AnophelesfunestusFUMOZ|AFUN006115	AnophelesgambiaePEST|AGAP009258	AnophelesmouchetiidAnoMoucSNF2007|AmouCM1008647
7	7	0.444	AnophelesalbimanusSTECLA|AALB001037	AnophelesaquasalisidAnoAquaMGQ19|AAQUA012788	AnophelesatroparvusEBRO|AATE007568	AnophelescruziiidAnoCruzASRS3206|AcruBR1000000671	AnophelesfunestusFUMOZ|AFUN006114	AnophelesgambiaePEST|AGAP009259	AnophelesmouchetiidAnoMoucSNF2007|AmouCM1009616
7	7	0.444	AnophelesalbimanusSTECLA|AALB001041	AnophelesaquasalisidAnoAquaMGQ19|AAQUA006768	AnophelesatroparvusEBRO|AATE001947	AnophelescruziiidAnoCruzASRS3206|AcruBR1000003254	AnophelesfunestusFUMOZ|AFUN006108	AnophelesgambiaePEST|AGAP009265	AnophelesmouchetiidAnoMoucSNF2007|AmouCM1003545
7	7	0.444	AnophelesalbimanusSTECLA|AALB001043	AnophelesaquasalisidAnoAquaMGQ19|AAQUA002192	AnophelesatroparvusEBRO|AATE010125	AnophelescruziiidAnoCruzASRS3206|AcruBR1000004617	AnophelesfunestusFUMOZ|AFUN006107	AnophelesgambiaePEST|AGAP009266	AnophelesmouchetiidAnoMoucSNF2007|AmouCM1002061
7	7	0.444	AnophelesalbimanusSTECLA|AALB001047	AnophelesaquasalisidAnoAquaMGQ19|AAQUA008893	AnophelesatroparvusEBRO|AATE008403	AnophelescruziiidAnoCruzASRS3206|AcruBR1000004685	AnophelesfunestusFUMOZ|AFUN006103	AnophelesgambiaePEST|AGAP009270	AnophelesmouchetiidAnoMoucSNF2007|AmouCM1000774
7	7	0.444	AnophelesalbimanusSTECLA|AALB001050	AnophelesaquasalisidAnoAquaMGQ19|AAQUA001478	AnophelesatroparvusEBRO|AATE007610	AnophelescruziiidAnoCruzASRS3206|AcruBR1000008806	AnophelesfunestusFUMOZ|AFUN008815	AnophelesgambiaePEST|AGAP029829	AnophelesmouchetiidAnoMoucSNF2007|AmouCM1007505
7	7	0.444	AnophelesalbimanusSTECLA|AALB001051	AnophelesaquasalisidAnoAquaMGQ19|AAQUA011473	AnophelesatroparvusEBRO|AATE004559	AnophelescruziiidAnoCruzASRS3206|AcruBR1000005692	AnophelesfunestusFUMOZ|AFUN008816	AnophelesgambiaePEST|AGAP009943	AnophelesmouchetiidAnoMoucSNF2007|AmouCM1010736
7	7	0.444	AnophelesalbimanusSTECLA|AALB001053	AnophelesaquasalisidAnoAquaMGQ19|AAQUA005154	AnophelesatroparvusEBRO|AATE013943	AnophelescruziiidAnoCruzASRS3206|AcruBR1000004328	AnophelesfunestusFUMOZ|AFUN008818	AnophelesgambiaePEST|AGAP009945	AnophelesmouchetiidAnoMoucSNF2007|AmouCM1007497
7	7	0.444	AnophelesalbimanusSTECLA|AALB001059	AnophelesaquasalisidAnoAquaMGQ19|AAQUA002718	AnophelesatroparvusEBRO|AATE014904	AnophelescruziiidAnoCruzASRS3206|AcruBR1000008219	AnophelesfunestusFUMOZ|AFUN010617	AnophelesgambiaePEST|AGAP009043	AnophelesmouchetiidAnoMoucSNF2007|AmouCM1012124
7	7	0.444	AnophelesalbimanusSTECLA|AALB001060	AnophelesaquasalisidAnoAquaMGQ19|AAQUA012948	AnophelesatroparvusEBRO|AATE006789	AnophelescruziiidAnoCruzASRS3206|AcruBR1000011896	AnophelesfunestusFUMOZ|AFUN010618	AnophelesgambiaePEST|AGAP009044	AnophelesmouchetiidAnoMoucSNF2007|AmouCM1007216
7	7	0.444	AnophelesalbimanusSTECLA|AALB001062	AnophelesaquasalisidAnoAquaMGQ19|AAQUA012068	AnophelesatroparvusEBRO|AATE017846	AnophelescruziiidAnoCruzASRS3206|AcruBR1000000327	AnophelesfunestusFUMOZ|AFUN010619	AnophelesgambiaePEST|AGAP009046	AnophelesmouchetiidAnoMoucSNF2007|AmouCM1011434
7	7	0.444	AnophelesalbimanusSTECLA|AALB001063	AnophelesaquasalisidAnoAquaMGQ19|AAQUA003725	AnophelesatroparvusEBRO|AATE010591	AnophelescruziiidAnoCruzASRS3206|AcruBR1000001258	AnophelesfunestusFUMOZ|AFUN010620	AnophelesgambiaePEST|AGAP009047	AnophelesmouchetiidAnoMoucSNF2007|AmouCM1000461
7	7	0.444	AnophelesalbimanusSTECLA|AALB001070	AnophelesaquasalisidAnoAquaMGQ19|AAQUA007552	AnophelesatroparvusEBRO|AATE016100	AnophelescruziiidAnoCruzASRS3206|AcruBR1000003346	AnophelesfunestusFUMOZ|AFUN010625	AnophelesgambiaePEST|AGAP009051	AnophelesmouchetiidAnoMoucSNF2007|AmouCM1005106
7	7	0.444	AnophelesalbimanusSTECLA|AALB001071	AnophelesaquasalisidAnoAquaMGQ19|AAQUA001908	AnophelesatroparvusEBRO|AATE019576	AnophelescruziiidAnoCruzASRS3206|AcruBR1000003948	AnophelesfunestusFUMOZ|AFUN010626	AnophelesgambiaePEST|AGAP009052	AnophelesmouchetiidAnoMoucSNF2007|AmouCM1003953
7	7	0.444	AnophelesalbimanusSTECLA|AALB001083	AnophelesaquasalisidAnoAquaMGQ19|AAQUA004287	AnophelesatroparvusEBRO|AATE018284	AnophelescruziiidAnoCruzASRS3206|AcruBR1000009177	AnophelesfunestusFUMOZ|AFUN000931	AnophelesgambiaePEST|AGAP008752	AnophelesmouchetiidAnoMoucSNF2007|AmouCM1007495
7	7	0.444	AnophelesalbimanusSTECLA|AALB001089	AnophelesaquasalisidAnoAquaMGQ19|AAQUA005340	AnophelesatroparvusEBRO|AATE020528	AnophelescruziiidAnoCruzASRS3206|AcruBR1000005618	AnophelesfunestusFUMOZ|AFUN000924	AnophelesgambiaePEST|AGAP008748	AnophelesmouchetiidAnoMoucSNF2007|AmouCM1007504
7	7	0.444	AnophelesalbimanusSTECLA|AALB001091	AnophelesaquasalisidAnoAquaMGQ19|AAQUA012526	AnophelesatroparvusEBRO|AATE015486	AnophelescruziiidAnoCruzASRS3206|AcruBR1000003896	AnophelesfunestusFUMOZ|AFUN000922	AnophelesgambiaePEST|AGAP008746	AnophelesmouchetiidAnoMoucSNF2007|AmouCM1006619
7	7	0.444	AnophelesalbimanusSTECLA|AALB001092	AnophelesaquasalisidAnoAquaMGQ19|AAQUA005492	AnophelesatroparvusEBRO|AATE018452	AnophelescruziiidAnoCruzASRS3206|AcruBR1000011670	AnophelesfunestusFUMOZ|AFUN000921	AnophelesgambiaePEST|AGAP008745	AnophelesmouchetiidAnoMoucSNF2007|AmouCM1006767
7	7	0.444	AnophelesalbimanusSTECLA|AALB001100	AnophelesaquasalisidAnoAquaMGQ19|AAQUA012115	AnophelesatroparvusEBRO|AATE019971	AnophelescruziiidAnoCruzASRS3206|AcruBR1000003312	AnophelesfunestusFUMOZ|AFUN000916	AnophelesgambiaePEST|AGAP008738	AnophelesmouchetiidAnoMoucSNF2007|AmouCM1006395
7	7	0.444	AnophelesalbimanusSTECLA|AALB001105	AnophelesaquasalisidAnoAquaMGQ19|AAQUA010995	AnophelesatroparvusEBRO|AATE015025	AnophelescruziiidAnoCruzASRS3206|AcruBR1000004964	AnophelesfunestusFUMOZ|AFUN019309	AnophelesgambiaePEST|AGAP028052	AnophelesmouchetiidAnoMoucSNF2007|AmouCM1011710
7	7	0.444	AnophelesalbimanusSTECLA|AALB001108	AnophelesaquasalisidAnoAquaMGQ19|AAQUA012857	AnophelesatroparvusEBRO|AATE016486	AnophelescruziiidAnoCruzASRS3206|AcruBR1000006852	AnophelesfunestusFUMOZ|AFUN000901	AnophelesgambiaePEST|AGAP008723	AnophelesmouchetiidAnoMoucSNF2007|AmouCM1006581
7	7	0.444	AnophelesalbimanusSTECLA|AALB001110	AnophelesaquasalisidAnoAquaMGQ19|AAQUA008147	AnophelesatroparvusEBRO|AATE003377	AnophelescruziiidAnoCruzASRS3206|AcruBR1000005375	AnophelesfunestusFUMOZ|AFUN000903	AnophelesgambiaePEST|AGAP008725	AnophelesmouchetiidAnoMoucSNF2007|AmouCM1000032
7	7	0.444	AnophelesalbimanusSTECLA|AALB001111	AnophelesaquasalisidAnoAquaMGQ19|AAQUA002923	AnophelesatroparvusEBRO|AATE001458	AnophelescruziiidAnoCruzASRS3206|AcruBR1000011836	AnophelesfunestusFUMOZ|AFUN000904	AnophelesgambiaePEST|AGAP008726	AnophelesmouchetiidAnoMoucSNF2007|AmouCM1004877
7	7	0.444	AnophelesalbimanusSTECLA|AALB001112	AnophelesaquasalisidAnoAquaMGQ19|AAQUA000792	AnophelesatroparvusEBRO|AATE009455	AnophelescruziiidAnoCruzASRS3206|AcruBR1000008692	AnophelesfunestusFUMOZ|AFUN000905	AnophelesgambiaePEST|AGAP008727	AnophelesmouchetiidAnoMoucSNF2007|AmouCM1008201
7	7	0.444	AnophelesalbimanusSTECLA|AALB001113	AnophelesaquasalisidAnoAquaMGQ19|AAQUA002318	AnophelesatroparvusEBRO|AATE012741	AnophelescruziiidAnoCruzASRS3206|AcruBR1000001938	AnophelesfunestusFUMOZ|AFUN016314	AnophelesgambiaePEST|AGAP008728	AnophelesmouchetiidAnoMoucSNF2007|AmouCM1002119
7	7	0.444	AnophelesalbimanusSTECLA|AALB001114	AnophelesaquasalisidAnoAquaMGQ19|AAQUA010083	AnophelesatroparvusEBRO|AATE017787	AnophelescruziiidAnoCruzASRS3206|AcruBR1000012151	AnophelesfunestusFUMOZ|AFUN000907	AnophelesgambiaePEST|AGAP008729	AnophelesmouchetiidAnoMoucSNF2007|AmouCM1001163
7	7	0.444	AnophelesalbimanusSTECLA|AALB001115	AnophelesaquasalisidAnoAquaMGQ19|AAQUA008614	AnophelesatroparvusEBRO|AATE020423	AnophelescruziiidAnoCruzASRS3206|AcruBR1000000188	AnophelesfunestusFUMOZ|AFUN000906	AnophelesgambiaePEST|AGAP008730	AnophelesmouchetiidAnoMoucSNF2007|AmouCM1013594
